student_id,course,student_cohort,academic_status,failed_subjects,study_skills(attended),referral,pp_meeting,self_assessment,readiness_assessment_results,follow_up,follow_up_type,subject_1,subject_1_assess_1,subject_1_assess_2,subject_1_assess_3,subject_1_assess_4,attendance_1,learn_jcu_issues_1,lecturer_referral_1,subject_2,subject_2_assess_1,subject_2_assess_2,subject_2_assess_3,subject_2_assess_4,attendance_2,learn_jcu_issues_2,lecturer_referral_2,subject_3,subject_3_assess_1,subject_3_assess_2,subject_3_assess_3,subject_4_assess_4,attendance_3,learn_jcu_issues_3,lecturer_referral_3,comments,identified_issues
21300,Master of International Tourism and Hospitality Management,Transferred,Conditional,,Essential Skills,Other,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,70.32,78.42,66.78,91.52,72,No Access,Concern for Welfare,,76.6,82.25,83.11,98.17,73,No Access,Non Submission,,45.07,46.62,48.9,46.01,72,No Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Study skills
18617,Bachelor of Information Technology,LOA,Conditional,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,75.58,85.43,71.36,68.6,95,No Access,Attendance,,65.15,50.86,72.94,76.53,100,No Access,Non Submission,,75.57,67.68,73.72,85.95,100,No Access,Attendance,Week 8. Strong performance across all subjects. No intervention needed.,Time management
50539,Bachelor of Business,Return to Study,Conditional,CP5046,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,70.01,70.24,72.09,58.29,100,Access,Non Submission,,82.5,72.46,73.1,55.81,97,Access,Non Submission,,72.9,70.08,72.89,62.02,93,Access,Concern for Welfare,Week 3. Student performing well. Consistent attendance and engagement.,Academic progression
62187,Bachelor of Commerce,New,Satisfactory,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,82.07,88.74,80.33,73.72,99,Access,Attendance,,68.05,65.57,54.05,35.53,92,No Access,Attendance,,85.32,87.74,100.0,100.0,100,No Access,Non Submission,Week 8. Strong performance across all subjects. No intervention needed.,Time management
72739,Master of Engineering Management,Continuing,Satisfactory,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,65.66,62.4,62.47,52.95,100,No Access,Attendance,,78.25,78.48,73.15,85.62,98,No Access,Non Submission,,97.76,100.0,100.0,100.0,100,Access,Non Submission,Week 7. Student maintaining good academic standards.,Study skills
78903,Master of Data Science (Professional),SRI to JCUB,Satisfactory,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,92.28,98.36,86.43,88.21,95,No Access,Attendance,,82.51,74.56,79.67,91.45,87,Access,Non Submission,,53.12,43.11,51.35,54.72,80,Access,Non Submission,Week 3. Student performing well. Consistent attendance and engagement.,Study skills
63843,Bachelor of Business,SRI to JCUB,Satisfactory,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,53.71,52.69,65.25,71.84,92,No Access,Concern for Welfare,,86.27,81.53,78.17,84.31,91,Access,Concern for Welfare,,79.43,69.95,71.42,86.19,97,Access,Attendance,Week 8. Strong performance across all subjects. No intervention needed.,Study skills
63665,Postgraduate Qualifying Program - Business,New,Conditional,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,41.13,48.61,36.35,33.92,80,Access,Concern for Welfare,,64.42,47.61,49.79,43.51,70,Access,Non Submission,,49.14,57.11,33.07,31.83,63,Access,Non Submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Late enrollment
85353,Master of Business Administration,First year,Satisfactory,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,53.49,50.67,42.84,60.35,96,Access,Non Submission,,58.93,57.95,41.66,52.22,85,Access,Non Submission,,79.82,80.91,94.56,100.0,75,Access,Attendance,Week 5. Good progress on assessments. No concerns identified.,Academic progression
19666,Master of International Tourism and Hospitality Management - Master of Business Administration,First year,Academic Caution,,,,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,58.29,59.35,63.93,60.84,73,Access,Attendance,,56.79,63.27,59.56,59.58,74,Access,Concern for Welfare,,38.99,50.98,32.38,40.92,69,Access,Non Submission,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Late enrollment
26426,Master of Business Administration,First year,Conditional,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,72.11,61.76,84.63,93.95,94,Access,Concern for Welfare,,91.02,89.56,98.06,80.43,92,Access,Concern for Welfare,,69.0,58.81,65.25,69.04,89,No Access,Concern for Welfare,Week 5. Good progress on assessments. No concerns identified.,Time management
51553,Master of Education - Master of Business Administration,SRI to JCUB,Conditional,,,,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,45.93,52.84,37.37,43.7,70,No Access,Non Submission,,79.65,87.75,76.2,48.98,71,No Access,Attendance,,68.73,67.73,58.95,47.38,60,No Access,Attendance,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Study skills
94192,Master of Business Administration,First year,Satisfactory,,,,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,87.21,78.11,91.9,96.85,88,Access,Concern for Welfare,,70.71,75.87,87.03,91.64,92,Access,Non Submission,,72.08,77.06,81.26,84.32,86,Access,Attendance,Week 5. Good progress on assessments. No concerns identified.,Academic progression
19720,Master of Professional Account and Master of Business Administration,First year,Satisfactory,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,66.34,48.59,58.56,40.99,78,No Access,Concern for Welfare,,83.22,81.26,80.39,78.86,65,No Access,Attendance,,64.56,76.98,77.54,100.0,68,Access,Concern for Welfare,Week 3. Student performing well. Consistent attendance and engagement.,Time management
68979,Master of Education - Master of Business Administration,Continuing,Satisfactory,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,78.2,77.97,94.35,94.25,96,Access,Concern for Welfare,,64.55,59.73,69.77,63.24,92,Access,Attendance,,73.14,60.32,77.95,62.15,83,Access,Attendance,Week 8. Strong performance across all subjects. No intervention needed.,Time management
71057,Master of Information Technology,Return to Study,Satisfactory,,,,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,58.81,68.55,70.62,81.01,89,No Access,Attendance,,78.31,74.06,70.58,62.37,93,Access,Attendance,,56.84,58.86,57.32,46.37,83,Access,Attendance,Week 7. Student maintaining good academic standards.,Academic progression
99143,Bachelor of Business,New,Conditional,,Writing,,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,78.53,83.39,85.45,83.06,88,Access,Concern for Welfare,,59.98,65.0,61.51,81.49,75,Access,Attendance,,56.94,52.91,63.29,51.28,64,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Late enrollment
77811,Master of Education - Master of Business Administration,Transferred,Satisfactory,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,81.09,70.69,87.48,82.89,91,No Access,Non Submission,,80.72,87.98,82.25,68.62,94,No Access,Concern for Welfare,,64.24,58.41,45.29,49.34,100,Access,Attendance,Week 7. Student maintaining good academic standards.,Academic progression
55156,Master of Business Administration,Continuing,Excluded,,Studiocity,Lecturer,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,27.2,22.55,31.18,36.64,50,No Access,Non Submission,,8.75,29.42,13.33,26.4,50,No Access,Non Submission,,36.93,43.38,32.52,22.28,44,No Access,Attendance,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival.,Financial stress
26821,Master of Professional Accounting,Continuing,Satisfactory,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,72.28,75.91,64.06,82.03,85,Access,Concern for Welfare,,80.77,86.98,87.95,72.78,89,Access,Attendance,,73.62,73.49,71.08,72.3,96,No Access,Attendance,Week 8. Strong performance across all subjects. No intervention needed.,Time management
82260,"Bachelor of Tourism, Hospitality and Events",New,Satisfactory,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,44.71,45.74,41.68,14.77,97,Access,Attendance,,80.07,70.62,76.26,71.31,99,Access,Attendance,,52.85,38.97,58.3,53.78,100,Access,Concern for Welfare,Week 3. Student performing well. Consistent attendance and engagement.,Study skills
93859,Master of International Tourism and Hospitality Management,SRI to JCUB,Conditional,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,65.29,65.87,47.7,34.02,93,No Access,Concern for Welfare,,73.67,87.79,64.47,69.33,91,Access,Non Submission,,74.98,65.89,68.65,75.88,93,No Access,Attendance,Week 3. Student performing well. Consistent attendance and engagement.,Time management
87042,Master of International Tourism and Hospitality Management,SRI to JCUB,Academic Caution,,4R Essential Skills,,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,66.65,62.49,70.09,59.37,82,Access,Concern for Welfare,,57.35,53.91,66.67,76.88,82,Access,Attendance,,49.86,45.25,49.57,47.49,77,No Access,Non Submission,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Poor time management
33850,Master of Business Administration,Return to Study,Academic Caution,CP1407,Essential Skills and Reading,Other,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,34.97,32.15,48.76,50.23,71,Access,Concern for Welfare,,50.4,69.78,41.93,40.01,68,Access,Concern for Welfare,,49.4,49.31,49.81,39.47,63,No Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Poor time management
26912,Master of Education - Master of Business Administration,Continuing,Satisfactory,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,74.31,59.61,92.28,100.0,84,No Access,Non Submission,,71.05,79.46,68.12,66.77,89,Access,Attendance,,66.83,73.39,61.02,67.53,79,Access,Attendance,Week 3. Student performing well. Consistent attendance and engagement.,Time management
66704,Master of Professional Account and Master of Business Administration,Return to Study,Satisfactory,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,69.5,69.36,54.58,47.84,82,Access,Attendance,,61.25,61.74,80.65,73.67,82,No Access,Non Submission,,73.24,68.15,62.83,48.14,65,No Access,Non Submission,Week 8. Strong performance across all subjects. No intervention needed.,Academic progression
75911,Master of Professional Account and Master of Business Administration,Continuing,Conditional,,,Enrollment,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,77.06,90.95,66.6,66.18,92,Access,Non Submission,,46.22,40.79,25.72,41.06,88,Access,Attendance,,76.47,71.26,79.32,75.95,93,Access,Non Submission,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Late enrollment
17263,Master of Information Technology - Master of Business Administration,SRI to JCUB,Conditional,CP5633,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,69.19,66.46,67.24,58.32,95,No Access,Concern for Welfare,,69.06,86.73,66.22,61.25,90,Access,Non Submission,,59.62,61.7,56.63,50.43,93,No Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Late enrollment
26274,Master of Information Technology,First year,Conditional,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,70.99,56.98,65.52,38.77,82,Access,Attendance,,69.09,61.5,75.36,69.67,82,No Access,Attendance,,70.61,53.43,80.84,72.91,78,Access,Attendance,Week 7. Student maintaining good academic standards.,Study skills
77908,Bachelor of Business,Return to Study,Satisfactory,,,,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,64.21,70.43,72.03,62.61,96,No Access,Attendance,,81.32,72.13,83.65,75.4,98,No Access,Attendance,,62.82,63.1,55.58,76.19,95,Access,Non Submission,Week 8. Strong performance across all subjects. No intervention needed.,Time management
30056,Bachelor of Information Technology,New,Satisfactory,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,62.59,53.05,53.6,48.9,94,No Access,Attendance,,76.34,78.82,85.46,69.97,97,Access,Non Submission,,86.49,79.17,90.5,100.0,96,Access,Attendance,Week 3. Student performing well. Consistent attendance and engagement.,Academic progression
49862,Master of International Tourism and Hospitality Management - Master of Business Administration,SRI to JCUB,Conditional,,,Enrollment,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,43.03,40.72,47.72,39.2,100,Access,Attendance,,73.81,82.08,88.38,89.66,94,No Access,Non Submission,,56.84,66.8,72.17,88.12,100,Access,Concern for Welfare,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Late enrollment
31581,Master of Engineering Management,New,Excluded,CP5633,Studiocity,Enrollment,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,,26.03,23.94,8.29,14.93,52,No Access,Non Submission,,21.06,33.5,23.02,48.3,35,No Access,Attendance,,42.13,30.67,35.98,30.88,39,No Access,Attendance,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Financial stress
31229,Master of Professional Account and Master of Business Administration,First year,At Risk,CP5639,Referencing,,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,24.27,27.93,37.66,56.91,73,Access,Non Submission,,40.54,44.32,70.83,86.73,66,Access,Concern for Welfare,,30.3,19.87,22.39,41.0,62,Access,Concern for Welfare,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Poor time management
52291,Master of Information Technology,New,Conditional,,,,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,72.67,77.94,57.68,42.48,94,No Access,Non Submission,,79.95,78.66,84.42,100.0,99,Access,Attendance,,81.06,77.47,74.54,62.1,94,Access,Non Submission,Week 8. Strong performance across all subjects. No intervention needed.,Academic progression
39552,Bachelor of Business,Excluded,Academic Caution,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,48.59,45.5,49.77,56.71,93,No Access,Non Submission,,66.53,67.59,68.54,99.98,83,Access,Attendance,,49.16,48.87,31.31,17.79,68,Access,Attendance,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Late enrollment
55353,Master of Professional Accounting,Transferred,Conditional,,,,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,59.21,53.38,47.36,25.2,95,Access,Concern for Welfare,,76.47,82.15,68.75,40.56,99,Access,Non Submission,,76.33,80.09,83.07,74.18,96,Access,Concern for Welfare,Week 3. Student performing well. Consistent attendance and engagement.,Study skills
78012,Bachelor of Information Technology,SRI to JCUB,Conditional,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,62.73,53.85,55.34,42.16,72,No Access,Non Submission,,68.88,66.87,70.03,60.46,63,Access,Attendance,,73.32,66.07,55.77,53.48,64,Access,Concern for Welfare,Week 3. Student performing well. Consistent attendance and engagement.,Academic progression
47230,Bachelor of Information Technology,SRI to JCUB,Academic Caution,,,Lecturer,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,45.06,31.19,50.66,50.46,77,Access,Concern for Welfare,,66.79,70.14,55.85,61.54,79,Access,Concern for Welfare,,32.51,29.33,27.88,16.24,76,Access,Attendance,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Study skills
20336,Master of Professional Account and Master of Business Administration,First year,Academic Caution,CP1404,,,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,73.39,75.8,59.31,37.11,70,Access,Non Submission,,92.31,88.5,84.35,94.25,68,Access,Non Submission,,33.34,44.44,25.36,27.55,70,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Late enrollment
42847,Bachelor of Commerce,Continuing,Conditional,,,Student Advocate,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,,47.82,35.22,49.6,61.87,91,No Access,Attendance,,24.77,15.53,37.15,48.11,85,Access,Non Submission,,66.96,74.41,71.64,75.75,82,Access,Attendance,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Late enrollment
35729,Master of International Tourism and Hospitality Management - Master of Business Administration,Transferred,Academic Caution,,,,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,71.74,68.62,71.58,81.4,85,Access,Concern for Welfare,,48.53,59.93,51.44,39.11,77,Access,Attendance,,57.1,46.01,57.96,53.84,77,Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Late enrollment
93238,Master of Business Administration,Excluded,Conditional,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,59.62,45.38,51.71,45.58,88,No Access,Non Submission,,70.54,59.17,70.75,59.03,86,Access,Concern for Welfare,,86.06,94.62,83.49,100.0,84,Access,Concern for Welfare,Week 3. Student performing well. Consistent attendance and engagement.,Study skills
82199,Master of Professional Account and Master of Business Administration,Excluded,Satisfactory,,,,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,68.31,57.9,80.16,100.0,91,Access,Concern for Welfare,,86.94,80.82,74.58,64.2,99,Access,Concern for Welfare,,100.0,90.58,100.0,98.89,94,Access,Concern for Welfare,Week 3. Student performing well. Consistent attendance and engagement.,Time management
45972,Bachelor of Information Technology,Return to Study,At Risk,,,Other,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,,56.99,46.91,54.5,42.48,55,No Access,Concern for Welfare,,29.86,35.75,18.67,16.55,57,Access,Non Submission,,46.0,38.37,38.63,38.95,54,No Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Late enrollment
26406,Master of Business Administration,Continuing,Conditional,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,54.62,54.93,52.3,47.57,85,Access,Attendance,,59.68,71.19,64.97,66.04,75,No Access,Concern for Welfare,,43.77,40.42,34.57,20.41,73,Access,Non Submission,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Late enrollment
91922,Master of Information Technology,New,Conditional,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,47.55,47.46,68.23,80.92,96,No Access,Concern for Welfare,,83.73,91.41,80.86,76.79,91,No Access,Non Submission,,58.24,59.82,58.8,48.8,93,No Access,Non Submission,Week 8. Strong performance across all subjects. No intervention needed.,Time management
49691,Postgraduate Qualifying Program - Business,Excluded,Conditional,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,83.78,77.57,100.0,100.0,88,Access,Non Submission,,74.74,90.25,51.91,37.06,83,No Access,Concern for Welfare,,69.8,68.35,72.06,70.66,88,Access,Concern for Welfare,Week 8. Strong performance across all subjects. No intervention needed.,Time management
90534,Master of International Tourism and Hospitality Management,First year,Satisfactory,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,86.81,90.3,91.65,99.62,99,No Access,Attendance,,59.54,61.15,61.9,49.59,98,Access,Non Submission,,85.63,69.33,100.0,100.0,99,No Access,Attendance,Week 3. Student performing well. Consistent attendance and engagement.,Time management
79924,"Bachelor of Tourism, Hospitality and Events",Excluded,Satisfactory,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,59.73,64.68,66.0,93.68,100,Access,Non Submission,,96.39,85.75,93.69,81.42,96,Access,Concern for Welfare,,83.91,95.23,70.74,63.4,96,No Access,Concern for Welfare,Week 3. Student performing well. Consistent attendance and engagement.,Time management
22245,"Bachelor of Tourism, Hospitality and Events",Return to Study,Satisfactory,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,62.42,69.17,66.51,82.67,87,Access,Non Submission,,69.95,69.01,73.89,72.61,80,Access,Attendance,,78.59,88.75,99.92,100.0,76,No Access,Concern for Welfare,Week 8. Strong performance across all subjects. No intervention needed.,Academic progression
75873,Bachelor of Information Technology,Continuing,Conditional,CP5639,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,95.77,91.75,100.0,96.18,81,Access,Attendance,,62.64,72.43,62.15,77.32,82,Access,Attendance,,84.02,87.31,89.54,100.0,75,No Access,Attendance,Week 8. Strong performance across all subjects. No intervention needed.,Academic progression
94015,Master of International Tourism and Hospitality Management,Return to Study,Satisfactory,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,81.12,77.88,85.35,100.0,79,Access,Attendance,,75.54,71.59,69.33,76.41,81,Access,Attendance,,72.11,75.01,69.23,81.88,83,Access,Concern for Welfare,Week 3. Student performing well. Consistent attendance and engagement.,Study skills
32103,Bachelor of Business,First year,Satisfactory,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,71.8,83.23,85.72,91.62,87,No Access,Non Submission,,91.0,88.3,93.66,85.64,89,Access,Attendance,,82.12,84.53,87.26,73.51,83,No Access,Non Submission,Week 8. Strong performance across all subjects. No intervention needed.,Academic progression
87569,Master of Information Technology - Master of Business Administration,LOA,Academic Caution,,,Enrollment,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,25.16,16.1,30.15,40.73,73,Access,Non Submission,,76.94,73.7,79.03,71.66,72,No Access,Attendance,,80.51,74.84,92.3,95.17,74,No Access,Non Submission,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Study skills
86106,Master of International Tourism and Hospitality Management,Transferred,Conditional,,,,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,78.63,80.09,80.24,72.0,73,No Access,Attendance,,92.51,100.0,97.62,100.0,67,No Access,Concern for Welfare,,50.09,55.48,49.42,49.78,69,No Access,Attendance,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Poor time management
30210,"Bachelor of Tourism, Hospitality and Events",Excluded,Satisfactory,,,Other,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,,80.69,82.97,80.87,98.19,95,Access,Attendance,,65.17,51.93,57.21,55.06,94,Access,Concern for Welfare,,83.33,77.38,100.0,100.0,99,No Access,Attendance,Week 7. Student maintaining good academic standards.,Academic progression
32439,Postgraduate Qualifying Program - Business,Continuing,Satisfactory,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,71.82,61.5,57.39,28.78,100,Access,Attendance,,91.46,100.0,91.44,76.86,100,Access,Attendance,,71.67,83.04,66.63,53.28,94,Access,Attendance,Week 7. Student maintaining good academic standards.,Study skills
96341,Master of Information Technology,New,Excluded,CP5047,Essential Skills and Reading,Enrollment,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,17.38,15.04,24.76,1.96,42,No Access,Attendance,,33.39,27.81,28.03,34.41,32,No Access,Attendance,,3.96,5.4,8.78,18.14,35,No Access,Attendance,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Sickness
91851,Master of Professional Account and Master of Business Administration,Return to Study,Academic Caution,CP5047,Essential Skills,,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,65.6,70.18,72.8,65.82,70,Access,Non Submission,,80.49,71.01,84.19,77.87,66,No Access,Non Submission,,34.23,29.67,33.05,49.1,57,Access,Non Submission,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Poor time management
89316,Master of Professional Account and Master of Business Administration,Transferred,Satisfactory,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,91.84,90.8,77.95,55.33,91,Access,Concern for Welfare,,84.26,89.93,78.19,61.06,91,Access,Attendance,,86.91,77.08,82.46,85.92,93,Access,Non Submission,Week 5. Good progress on assessments. No concerns identified.,Time management
54252,Master of Data Science (Professional),Return to Study,Academic Caution,CP5639,,,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,24.99,32.61,48.79,62.06,78,No Access,Non Submission,,59.48,59.83,61.73,54.09,75,No Access,Attendance,,43.14,40.31,44.67,33.46,67,No Access,Concern for Welfare,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Poor time management
83874,Master of Education - Master of Business Administration,SRI to JCUB,Academic Caution,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,34.8,31.28,21.47,22.86,74,Access,Non Submission,,8.38,0.0,22.51,26.92,63,Access,Non Submission,,62.76,61.73,56.49,66.49,69,Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Late enrollment
15399,Master of Professional Account and Master of Business Administration,First year,Satisfactory,,,,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,63.14,56.51,69.71,49.82,89,Access,Attendance,,71.57,67.42,68.53,61.15,96,Access,Non Submission,,79.5,88.3,84.09,82.35,93,Access,Non Submission,Week 7. Student maintaining good academic standards.,Academic progression
13718,Master of Engineering Management,New,Conditional,,,,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,64.47,70.46,68.08,82.47,58,No Access,Concern for Welfare,,24.79,25.0,27.87,11.63,53,No Access,Non Submission,,63.31,70.63,61.07,67.83,50,Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Late enrollment
20646,Master of Business Administration,Return to Study,Satisfactory,,,,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,82.27,93.01,93.89,100.0,91,Access,Concern for Welfare,,69.01,65.88,44.27,19.12,92,Access,Non Submission,,89.62,84.78,93.6,98.47,91,Access,Concern for Welfare,Week 5. Good progress on assessments. No concerns identified.,Study skills
15958,Bachelor of Business,New,Conditional,,,Lecturer,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,,73.61,64.41,80.31,88.95,74,No Access,Concern for Welfare,,67.3,76.6,61.11,70.79,65,Access,Attendance,,27.66,27.49,46.11,37.62,60,No Access,Non Submission,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Late enrollment
94076,Postgraduate Qualifying Program - Business,New,Satisfactory,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,86.81,77.26,94.56,99.85,95,Access,Non Submission,,72.73,70.57,66.35,78.7,97,Access,Attendance,,75.15,65.0,71.31,70.93,91,No Access,Attendance,Week 8. Strong performance across all subjects. No intervention needed.,Time management
85598,Master of Information Technology,Continuing,Conditional,,Essential Skills,,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,68.47,63.63,63.09,60.68,87,No Access,Concern for Welfare,,73.1,62.15,78.15,75.11,86,Access,Attendance,,55.13,71.15,53.17,61.24,76,No Access,Non Submission,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Study skills
44688,Bachelor of Commerce,SRI to JCUB,Conditional,,,,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,78.63,69.19,60.17,60.8,92,Access,Non Submission,,62.0,48.68,72.26,65.16,92,No Access,Non Submission,,65.73,81.52,49.13,25.76,84,Access,Non Submission,Week 7. Student maintaining good academic standards.,Academic progression
