student_id,course,student_cohort,academic_status,failed_subjects,study_skills(attended),referral,pp_meeting,self_assessment,readiness_assessment_results,follow_up,follow_up_type,subject_1,subject_1_assess_1,subject_1_assess_2,subject_1_assess_3,subject_1_assess_4,attendance_1,learn_jcu_issues_1,lecturer_referral_1,subject_2,subject_2_assess_1,subject_2_assess_2,subject_2_assess_3,subject_2_assess_4,attendance_2,learn_jcu_issues_2,lecturer_referral_2,subject_3,subject_3_assess_1,subject_3_assess_2,subject_3_assess_3,subject_4_assess_4,attendance_3,learn_jcu_issues_3,lecturer_referral_3,comments,identified_issues
149,Master of Education - Master of Business Administration,LOA,Academic Caution,,Writing,Student Counsellor,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,53.4,97.96,11.81,48.47,29,Access,Attendance,,74.7,19.31,59.53,92.65,77,Access,Attendance,,75.43,44.22,66.6,23.14,43,Access,Attendance,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Death in family
150,Master of Education - Master of Business Administration,LOA,Academic Caution,,Essential Skills and Reading,Student Counsellor,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,Phone,,63.84,64.63,59.59,86.19,86,No Access,Concern for Welfare,,33.8,76.64,81.77,36.73,27,Access,Non Submission,,72.71,40.73,50.72,60.93,16,Access,Concern for Welfare,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Sickness
151,Master of Education - Master of Business Administration,New,Excluded,,Essential Skills,Other,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,95.56,2.11,73.21,27.0,26,Access,Attendance,,5.11,3.78,90.32,25.63,22,Access,Concern for Welfare,,33.59,15.07,35.41,79.68,52,No Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Late Enrollment
152,Master of Education - Master of Business Administration,SRI to JCUB,Satisfactory,,Essential Skills and Reading,Lecturer,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,86.26,94.63,12.63,67.0,72,Access,Attendance,,49.34,33.09,26.44,27.51,15,Access,Concern for Welfare,,11.07,52.1,66.89,90.14,26,No Access,Non Submission,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Mental health
153,Master of Education - Master of Business Administration,SRI to JCUB,Excluded,,Studiocity,Enrollment,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,45.91,43.98,54.27,57.16,85,Access,Attendance,,59.21,44.52,9.74,91.18,99,Access,Non Submission,,10.16,17.62,20.91,69.74,61,Access,Attendance,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Sickness
154,Master of Education - Master of Business Administration,Return to Study,Satisfactory,,Referencing,Student Advocate,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,42.98,80.07,93.39,42.33,69,Access,Concern for Welfare,,65.92,0.62,28.89,12.78,66,Access,Attendance,,34.53,57.94,56.66,12.58,7,Access,Attendance,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Late Enrollment
155,Master of Education - Master of Business Administration,Return to Study,Excluded,,4R Essential Skills,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,,97.86,60.06,95.72,20.96,68,No Access,Attendance,,57.44,65.07,73.01,12.53,23,Access,Concern for Welfare,,29.44,87.23,63.96,31.03,39,Access,Concern for Welfare,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Late Enrollment
156,Master of Education - Master of Business Administration,SRI to JCUB,Excluded,,Essential Skills,Enrollment,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,8.1,11.63,16.89,31.49,59,Access,Concern for Welfare,,65.71,65.08,12.75,71.78,73,No Access,Attendance,,12.92,41.46,56.79,41.28,11,Access,Non Submission,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Death in family
157,Master of Education - Master of Business Administration,Transferred,Excluded,,Essential Skills and Reading,Student Counsellor,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,,21.37,8.31,51.41,95.49,88,Access,Non Submission,,81.81,62.96,75.87,20.63,90,Access,Attendance,,0.48,26.48,27.45,43.37,45,No Access,Concern for Welfare,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Mental health
158,Master of Education - Master of Business Administration,Transferred,Academic Caution,,Studiocity,Enrollment,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,,0.41,98.79,16.42,16.41,56,No Access,Non Submission,,42.35,22.56,22.28,23.84,4,Access,Concern for Welfare,,29.94,48.66,53.54,73.7,16,No Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Late Enrollment
159,Master of Education - Master of Business Administration,First year,Conditional,,Referencing,Other,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,Email,,76.2,69.23,47.21,26.64,63,No Access,Non Submission,,34.93,7.79,1.84,47.12,37,No Access,Non Submission,,31.3,26.76,5.73,10.2,62,No Access,Non Submission,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Sickness
160,Master of Education - Master of Business Administration,Excluded,At Risk,,Writing,Lecturer,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,69.25,47.97,0.09,38.33,4,Access,Non Submission,,55.26,64.68,93.36,85.56,75,Access,Attendance,,26.47,39.76,29.33,41.82,81,Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Death in family
161,Master of Education - Master of Business Administration,SRI to JCUB,At Risk,,4R Essential Skills,Enrollment,Attended,No,L/G:9/10 N:5/10 R:8/10,No,F2F,,77.91,76.76,35.79,90.88,84,Access,Non Submission,,30.52,4.63,95.4,87.33,27,Access,Non Submission,,38.9,78.16,16.9,15.16,61,No Access,Concern for Welfare,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Mental health
162,Master of Education - Master of Business Administration,SRI to JCUB,At Risk,,Writing,Lecturer,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,,94.37,99.18,10.26,90.22,49,Access,Non Submission,,79.43,68.04,23.79,52.46,25,Access,Attendance,,44.13,20.79,96.11,55.15,2,Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Death in family
163,Master of Education - Master of Business Administration,New,Conditional,,Essential Skills and Reading,Lecturer,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,Phone,,69.21,53.54,44.73,13.68,72,Access,Concern for Welfare,,44.46,64.75,38.63,27.5,38,Access,Non Submission,,73.94,19.24,91.24,31.01,69,No Access,Concern for Welfare,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Late Enrollment
164,Master of Education - Master of Business Administration,SRI to JCUB,At Risk,,Studiocity,Other,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,Email,,41.38,77.78,42.16,46.26,62,No Access,Attendance,,69.67,59.36,81.91,31.22,13,Access,Attendance,,98.51,78.55,5.71,85.72,97,Access,Concern for Welfare,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Sickness
165,Master of Education - Master of Business Administration,New,Satisfactory,,Studiocity,Enrollment,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,,88.92,21.11,16.46,67.45,50,Access,Concern for Welfare,,25.19,50.18,48.81,38.48,14,Access,Concern for Welfare,,81.72,26.71,73.56,76.05,32,No Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment
166,Master of Education - Master of Business Administration,Excluded,Academic Caution,,4R Essential Skills,Student Advocate,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,39.67,1.88,25.43,58.38,20,Access,Non Submission,,53.88,76.48,53.34,94.25,25,Access,Non Submission,,11.68,46.02,28.27,65.63,41,Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Mental health
167,Master of Education - Master of Business Administration,Excluded,Excluded,,Referencing,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,,98.54,7.72,18.96,87.06,35,Access,Concern for Welfare,,38.05,24.39,44.46,5.04,42,Access,Non Submission,,84.37,76.67,3.48,56.75,73,Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Sickness
168,Master of Education - Master of Business Administration,Continuing,Excluded,,Writing,Other,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,,90.02,24.99,83.59,53.78,49,Access,Concern for Welfare,,12.1,63.06,46.63,46.82,80,Access,Non Submission,,9.03,30.52,41.47,82.9,91,No Access,Non Submission,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Poor time management
169,Master of Education - Master of Business Administration,Return to Study,Excluded,,Writing,Student Advocate,Booked,No,L/G:9/10 N:5/10 R:8/10,No,F2F,,87.43,18.21,21.01,8.41,31,Access,Concern for Welfare,,65.48,71.23,66.84,76.62,84,Access,Non Submission,,6.88,22.83,83.2,57.17,2,Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Death in family
170,Master of Education - Master of Business Administration,Continuing,Conditional,,4R Essential Skills,Lecturer,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,,24.25,94.15,10.5,91.79,33,Access,Attendance,,48.78,2.73,84.45,13.93,77,No Access,Non Submission,,93.63,85.47,91.84,9.74,26,Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Poor time management
171,Master of Education - Master of Business Administration,Excluded,Satisfactory,,Studiocity,Student Advocate,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,75.21,15.49,1.14,61.75,90,Access,Non Submission,,75.62,75.49,77.81,52.15,35,Access,Attendance,,4.9,30.39,69.74,45.65,94,Access,Concern for Welfare,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Death in family
172,Master of Education - Master of Business Administration,First year,Conditional,,Studiocity,Student Advocate,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,,96.84,33.42,88.72,52.96,37,No Access,Concern for Welfare,,80.39,9.13,26.88,53.4,29,Access,Non Submission,,68.11,2.05,12.47,82.83,41,Access,Non Submission,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Late Enrollment
173,Master of Education - Master of Business Administration,Excluded,Academic Caution,,Essential Skills,Student Counsellor,Booked,No,L/G:9/10 N:5/10 R:8/10,No,F2F,,10.23,84.76,96.64,28.45,65,Access,Concern for Welfare,,86.5,89.19,60.49,94.15,16,No Access,Attendance,,99.29,85.06,89.73,23.6,34,Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Death in family
174,Master of Education - Master of Business Administration,Continuing,Conditional,,Writing,Student Counsellor,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,93.91,10.47,30.12,34.22,53,Access,Attendance,,95.06,60.45,7.09,2.31,66,No Access,Concern for Welfare,,94.37,36.72,82.07,46.51,92,Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Death in family
175,Master of Education - Master of Business Administration,SRI to JCUB,Excluded,,4R Essential Skills,Student Counsellor,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,,88.07,49.77,87.47,93.96,59,Access,Non Submission,,45.53,86.85,38.05,26.05,55,Access,Non Submission,,90.44,14.45,85.62,57.51,83,Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Late Enrollment
176,Master of Education - Master of Business Administration,Transferred,Satisfactory,,Studiocity,Enrollment,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,30.4,29.53,83.73,20.1,99,Access,Non Submission,,7.25,50.13,25.35,0.98,70,No Access,Non Submission,,45.1,70.19,1.47,95.55,52,Access,Attendance,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Death in family
177,Master of Education - Master of Business Administration,Continuing,Conditional,,Writing,Lecturer,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,,60.62,37.18,71.61,50.37,16,Access,Attendance,,43.15,4.52,71.41,95.08,81,No Access,Non Submission,,87.38,28.01,50.63,35.81,52,Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Sickness
178,Master of Education - Master of Business Administration,Excluded,Excluded,,Essential Skills,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,68.63,78.37,17.41,16.18,23,Access,Attendance,,54.36,97.45,69.68,75.08,41,Access,Non Submission,,13.16,50.07,74.97,1.04,52,No Access,Non Submission,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Death in family
179,Master of Education - Master of Business Administration,New,Conditional,,Referencing,Lecturer,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,48.6,90.6,83.27,33.69,58,Access,Non Submission,,86.6,34.26,98.89,42.7,46,No Access,Concern for Welfare,,43.23,18.57,33.53,81.48,62,Access,Attendance,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Poor time management
180,Master of Education - Master of Business Administration,Return to Study,Academic Caution,,Essential Skills,Other,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,97.06,19.82,7.57,22.63,36,No Access,Non Submission,,59.18,15.53,66.15,92.94,71,Access,Attendance,,18.55,56.11,64.85,56.26,17,Access,Non Submission,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Mental health
181,Master of Education - Master of Business Administration,First year,Conditional,,4R Essential Skills,Lecturer,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,,32.27,89.02,71.5,10.36,53,Access,Non Submission,,35.47,72.69,48.96,26.82,9,Access,Concern for Welfare,,60.5,13.67,53.45,39.56,93,No Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Late Enrollment
182,Master of Education - Master of Business Administration,New,Satisfactory,,Essential Skills,Other,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,,16.14,82.76,29.59,45.04,87,Access,Non Submission,,2.2,89.83,14.02,65.11,42,Access,Attendance,,60.06,98.15,8.07,67.82,79,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Late Enrollment
183,Master of Education - Master of Business Administration,Transferred,At Risk,,Referencing,Lecturer,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,96.75,85.15,42.03,81.0,56,Access,Concern for Welfare,,70.87,54.26,48.03,64.03,3,Access,Non Submission,,10.44,50.83,96.89,17.27,41,Access,Attendance,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Late Enrollment
184,Master of Education - Master of Business Administration,LOA,Conditional,,Studiocity,Enrollment,Booked,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,81.91,60.08,14.16,32.27,52,Access,Concern for Welfare,,67.55,83.02,51.16,75.79,38,Access,Non Submission,,55.63,12.51,81.91,33.06,81,Access,Attendance,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Sickness
185,Master of Education - Master of Business Administration,LOA,At Risk,,Referencing,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,,55.92,59.95,1.22,55.01,100,Access,Non Submission,,45.03,25.5,50.0,38.25,29,Access,Attendance,,68.98,69.89,25.06,18.89,35,Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Late Enrollment
186,Master of Education - Master of Business Administration,LOA,Academic Caution,,Writing,Enrollment,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,73.47,67.06,42.52,68.5,98,No Access,Concern for Welfare,,20.11,16.31,71.9,50.77,17,Access,Attendance,,33.13,44.09,56.73,30.45,26,Access,Non Submission,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Mental health
187,Master of Education - Master of Business Administration,Return to Study,Conditional,,Referencing,Student Counsellor,Booked,No,L/G:9/10 N:5/10 R:8/10,No,Email,,43.54,12.81,96.03,23.05,71,No Access,Non Submission,,35.86,45.39,62.27,22.5,13,Access,Non Submission,,64.63,61.83,55.33,57.21,98,Access,Concern for Welfare,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Sickness
188,Master of Education - Master of Business Administration,LOA,Satisfactory,,Essential Skills,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,,13.46,24.6,9.44,2.23,18,No Access,Concern for Welfare,,7.14,80.83,66.72,18.44,97,Access,Attendance,,93.63,88.09,2.79,36.05,25,No Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Death in family
189,Master of Education - Master of Business Administration,First year,At Risk,,Referencing,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,3.13,18.87,5.43,13.34,66,Access,Non Submission,,15.51,36.12,32.14,92.71,84,Access,Attendance,,3.19,67.01,15.13,87.68,88,Access,Attendance,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Sickness
190,Master of Education - Master of Business Administration,SRI to JCUB,Academic Caution,,Referencing,Student Advocate,Booked,No,L/G:9/10 N:5/10 R:8/10,No,Email,,98.97,98.61,99.68,24.15,8,Access,Attendance,,34.58,18.62,29.04,22.96,32,Access,Attendance,,48.63,90.69,90.94,32.42,63,Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Late Enrollment
191,Master of Education - Master of Business Administration,Transferred,Conditional,,Writing,Lecturer,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,86.67,24.6,60.96,42.74,27,Access,Non Submission,,48.37,92.39,31.24,22.76,50,Access,Attendance,,64.49,35.79,46.74,88.51,49,Access,Concern for Welfare,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Poor time management
192,Master of Education - Master of Business Administration,Continuing,Academic Caution,,4R Essential Skills,Student Counsellor,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,,74.13,62.14,26.27,29.26,99,Access,Attendance,,0.39,67.7,76.69,73.37,5,Access,Concern for Welfare,,19.69,36.63,32.67,81.62,16,Access,Concern for Welfare,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Sickness
193,Master of Information Technology,New,Satisfactory,,Writing,Enrollment,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,,41.65,44.19,23.35,51.85,68,Access,Concern for Welfare,,17.65,65.46,52.07,95.73,99,Access,Concern for Welfare,,67.12,55.95,51.87,91.76,10,Access,Concern for Welfare,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Poor time management
194,Master of Information Technology,Return to Study,At Risk,CP5639,Writing,Student Counsellor,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,,63.46,26.69,62.1,94.62,48,Access,Concern for Welfare,,49.71,57.02,95.39,35.15,42,Access,Non Submission,,20.49,84.05,68.04,86.56,21,Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Late Enrollment
195,Master of Information Technology,Continuing,Conditional,,4R Essential Skills,Enrollment,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,Email,,6.93,16.46,66.66,67.91,65,Access,Concern for Welfare,,65.76,81.21,88.74,51.51,41,Access,Non Submission,,91.8,66.95,59.0,93.36,82,Access,Non Submission,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Poor time management
196,Master of Information Technology,First year,Academic Caution,,Studiocity,Other,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,,47.97,99.39,40.96,44.78,49,No Access,Non Submission,,95.49,98.01,34.3,76.07,2,Access,Attendance,,59.35,74.29,72.55,53.4,71,Access,Attendance,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Sickness
197,Master of Information Technology,SRI to JCUB,Academic Caution,,Referencing,Other,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,F2F,,17.01,51.43,39.35,54.64,8,Access,Non Submission,,80.22,20.6,28.6,45.02,66,Access,Concern for Welfare,,62.22,28.03,52.66,82.77,24,Access,Non Submission,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Mental health
198,Master of Information Technology,Transferred,Academic Caution,CP5639,Referencing,Enrollment,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,65.8,63.35,28.78,87.72,80,Access,Concern for Welfare,,73.23,68.34,59.24,6.23,99,Access,Attendance,,33.04,60.41,16.52,89.93,74,Access,Non Submission,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Death in family
199,Master of Information Technology,Return to Study,Satisfactory,,Studiocity,Lecturer,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,,78.58,75.52,30.83,0.57,18,Access,Non Submission,,78.42,40.82,68.43,21.03,63,Access,Attendance,,36.44,46.94,43.07,26.35,37,Access,Non Submission,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Late Enrollment
200,Master of Information Technology,Continuing,Excluded,,Referencing,Enrollment,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,9.61,76.93,45.67,31.27,98,Access,Concern for Welfare,,74.24,72.72,64.31,48.31,27,No Access,Concern for Welfare,,8.05,59.74,17.69,14.78,78,Access,Concern for Welfare,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Death in family
201,Master of Information Technology,First year,Satisfactory,,4R Essential Skills,Enrollment,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,,16.84,75.49,91.78,62.85,59,No Access,Attendance,,13.27,24.75,71.81,27.74,23,Access,Concern for Welfare,,91.85,45.27,51.83,54.39,48,Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Late Enrollment
202,Master of Information Technology,Transferred,Academic Caution,CP5639,4R Essential Skills,Enrollment,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,86.37,13.68,95.28,75.57,13,No Access,Attendance,,81.99,54.87,93.15,35.27,8,Access,Attendance,,95.56,53.91,23.76,56.32,69,Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Sickness
203,Master of Information Technology,Return to Study,Excluded,,Referencing,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,63.09,34.8,15.11,20.01,42,Access,Non Submission,,73.06,24.05,58.18,35.92,44,Access,Non Submission,,49.15,67.84,2.52,9.67,18,Access,Concern for Welfare,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Death in family
204,Master of Information Technology,SRI to JCUB,Conditional,,Writing,Other,Booked,No,L/G:9/10 N:5/10 R:8/10,No,F2F,,92.62,20.85,57.76,14.98,17,Access,Concern for Welfare,,54.31,31.02,36.55,46.81,92,Access,Concern for Welfare,,91.59,58.33,39.75,3.53,78,Access,Attendance,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Mental health
205,Master of Information Technology,Excluded,Conditional,,Writing,Other,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,16.28,40.25,0.22,70.84,3,Access,Attendance,,12.17,20.92,17.39,35.0,47,Access,Concern for Welfare,,61.08,64.75,56.8,81.86,5,Access,Concern for Welfare,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Death in family
206,Master of Information Technology,Continuing,Academic Caution,CP5639,Referencing,Student Advocate,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,32.88,76.88,30.78,46.94,82,Access,Concern for Welfare,,40.16,6.51,82.47,82.8,93,No Access,Concern for Welfare,,20.24,47.18,2.34,93.25,13,Access,Concern for Welfare,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Late Enrollment
207,Master of Information Technology,Continuing,At Risk,CP5639,Studiocity,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,,11.55,10.89,97.72,94.76,38,Access,Non Submission,,22.32,97.64,88.05,39.36,60,Access,Attendance,,15.39,90.73,92.62,62.38,94,Access,Non Submission,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Late Enrollment
208,Master of Information Technology,Excluded,At Risk,,Studiocity,Enrollment,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,,39.2,33.04,85.74,43.68,22,Access,Concern for Welfare,,72.48,24.02,36.75,87.97,11,Access,Attendance,,28.53,27.63,26.15,87.94,97,No Access,Attendance,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Poor time management
209,Master of Information Technology,Transferred,Academic Caution,CP5639,Essential Skills and Reading,Lecturer,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,,75.62,27.77,45.49,70.73,46,Access,Non Submission,,97.91,7.22,28.84,50.65,90,No Access,Concern for Welfare,,43.88,36.63,23.34,61.55,39,Access,Attendance,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Sickness
210,Master of Information Technology,Return to Study,Conditional,,Essential Skills and Reading,Student Advocate,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,23.03,21.9,22.58,96.75,51,Access,Attendance,,58.94,74.91,26.92,50.7,46,Access,Non Submission,,17.23,12.1,84.63,22.83,60,Access,Attendance,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Poor time management
211,Master of Information Technology,Excluded,Academic Caution,,Essential Skills and Reading,Student Counsellor,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,,75.11,85.68,24.51,69.32,0,Access,Attendance,,66.2,85.43,97.85,66.5,99,Access,Non Submission,,67.85,6.19,28.57,17.93,65,Access,Attendance,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Death in family
